2020-12-18 13:42:26,162 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@15ca40b: startup date [Fri Dec 18 13:42:26 CET 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2020-12-18 13:42:26,830 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\Sna\Desktop\SNAMAZON\ActiveMQ\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2020-12-18 13:42:26,994 | INFO  | PListStore:[C:\Users\Sna\Desktop\SNAMAZON\ActiveMQ\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2020-12-18 13:42:27,121 | INFO  | Apache ActiveMQ 5.16.0 (localhost, ID:DESKTOP-IG4AG5T-50044-1608295347004-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2020-12-18 13:42:27,138 | INFO  | Listening for connections at: tcp://DESKTOP-IG4AG5T:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2020-12-18 13:42:27,141 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2020-12-18 13:42:27,143 | INFO  | Listening for connections at: amqp://DESKTOP-IG4AG5T:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2020-12-18 13:42:27,144 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2020-12-18 13:42:27,147 | INFO  | Listening for connections at: stomp://DESKTOP-IG4AG5T:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2020-12-18 13:42:27,148 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2020-12-18 13:42:27,150 | INFO  | Listening for connections at: mqtt://DESKTOP-IG4AG5T:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2020-12-18 13:42:27,151 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2020-12-18 13:42:27,156 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2020-12-18 13:42:27,216 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2020-12-18 13:42:27,354 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@89777d{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2020-12-18 13:42:27,407 | INFO  | Listening for connections at ws://DESKTOP-IG4AG5T:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2020-12-18 13:42:27,408 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2020-12-18 13:42:27,409 | INFO  | Apache ActiveMQ 5.16.0 (localhost, ID:DESKTOP-IG4AG5T-50044-1608295347004-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2020-12-18 13:42:27,410 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2020-12-18 13:42:27,412 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: C:\Users\Sna\Desktop\SNAMAZON\ActiveMQ\bin\win64\..\..\data\kahadb only has 32406 mb of usable space. - resetting to maximum available disk space: 32406 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2020-12-18 13:42:27,414 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: C:\Users\Sna\Desktop\SNAMAZON\ActiveMQ\bin\win64\..\..\data only has 32406 mb of usable space. - resetting to maximum available disk space: 32406 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2020-12-18 13:42:27,895 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2020-12-18 13:42:27,895 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
